application_id,business_name,sector,region,ethnic_group,years_in_operation,owner_gender,owner_age,disability_status,num_employees,annual_revenue_ghs,monthly_momo_volume_ghs,avg_monthly_bank_balance_ghs,bank_account_tenure_months,has_momo_account,gra_tin,loan_amount_requested_ghs,loan_purpose,collateral_type,collateral_value_ghs,previous_loan_count,previous_default,credit_bureau_score,rm_recommendation,internal_risk_grade,application_date,contact_phone,days_past_due_current,loan_default
SBG-2025-01551,Dzorwulu DigitalLtd,ICT,Ashanti,Ga-Adangbe,15.1,Female,36,No,19,243283.34,1363.29,18764.42,5,Yes,PENDING,7273.43,Business Expansion,None,0,1,No,,Approve,B,28/09/2025,0547258172,0,0
SBG-2025-02453,Abokobi PoultryLtd,Agriculture,Northern,Guan,4.1,F,28,No,3,"GHS 92,515.53",,8719.11,3,Yes,C007468018,29800.2,Business Expansion,Property,33779.21,2,No,,Decline,D,18/04/2025,0267883950,130,1
SBG-2025-00364,Haatso PropertiesVentures,Agriculture,Greater Accra,Ewe,3.9,male,28,No,11,36586.59,4237,64741.43,37,Yes,P001540433,50582.67,Inventory Purchase,Property,233303.3,1,No,,Approve,D,22/05/2025,0265529257,111,1
SBG-2025-00983,Dzorwulu DigitalVentures,Mining/Quarrying,Volta,Ewe,0.6,Male,57,No,4,25292.67,5473.45,78740.88,55,Y,P005582406,45757.49,Vehicle Purchase,Vehicle,59020.78,3,No,459,Approve,B,18/08/2025,0206400306,0,0
SBG-2025-00183,Achimota Farms,Healthcare,Central,Akan,12.9,Female,47,No,27,123019.16,,31238.24,79,N,C005699509,3695.88,Inventory Purchase,Property,22028.39,0,,,Approve,B,03/08/2025,0276848836,0,0
SBG-2025-00986,Techiman Market StoreGH,Services,Greater Accra,Ga-Adangbe,3.4,female,28,No,8,45206.88,615.76,1437.48,79,Yes,V008490545,59340.48,Debt Refinancing,Vehicle,55099.32,1,No,339,Approve,A,13/01/2025,0204228714,0,0
SBG-2025-02248,Nkrumah Circle ElectronicsCo,Mining/Quarrying,Bono East,Ga-Adangbe,8.9,female,54,Yes,2,225632.68,7186.92,1282.84,35,Yes,PENDING,47182.09,Equipment,Cash Deposit,44750.92,1,No,,Approve,B,19/02/2025,0246471260,0,0
SBG-2025-01195,Tarkwa Hardware,ICT,Ashanti,Mole-Dagbani,0.2,Male,55,No,8,495305.11,1365.19,2500.48,86,yes,,18827.15,Business Expansion,Equipment,20373.92,2,No,725,Decline,A,14/08/2025,0205345796,0,0
SBG-2025-01833,Dansoman Trading,Fishing,Oti,Akan,4.4,F,33,No,15,$12053.31,,34891.77,15,No,,6241.81,Asset Purchase,Vehicle,31928.28,2,No,,Approve,A,14/12/2025,0266927068,0,0
SBG-2025-01738,Dome PharmacyCo,Manufacturing,Central,Akan,1.1,Female,42,No,1,7535.24,,11633.2,20,0,P006514141,17387.02,Working Capital,Equipment,6099.35,1,Yes,,Approve,E,19/11/2024,0244211967,32,1
SBG-2025-01122,Grace Foods Ltd,Construction,Upper West,Guan,15.6,male,41,No,5,"GHS 636,830.49",849,1807.67,13,No,V003465779,24064.75,Business Expansion,None,0,4,No,,Refer,C,04/10/2025,0595131647,0,0
SBG-2025-00188,Lapaz CateringEnterprises,Retail/Trading,Ashanti,Akan,4.1,M,51,No,5,764086.03,3730.92,2043.72,11,No,,4498.49,Asset Purchase,Cash Deposit,56655.07,1,No,,Approve,A,01/02/2025,0591773559,0,0
SBG-2025-00620,Obuasi Mining SuppliesEnterprises,ICT,Eastern,Akan,6.9,male,44,No,4,562096.56,115.69,21331.61,29,No,C009496674,10020,Equipment,Equipment,8747.59,1,No,,Approve,A,28/09/2024,0268908201,0,0
SBG-2025-02366,Nana Ama TextilesGH,Hospitality,Ashanti,Ga-Adangbe,0.2,M,41,No,14,6138.75,,6617.24,11,No,,4438.82,Debt Refinancing,None,0,3,No,,Approve,B,10/13/2024,0200366966,0,0
SBG-2025-01176,East Legon PropertiesEnterprises,Services,Ashanti,Mole-Dagbani,3.9,female,30,No,9,17516.87,6529.22,,2,1,,8191.55,Asset Purchase,Land,,1,No,,Refer,A,04/13/2024,0202519824,0,0
SBG-2025-01183,Adom VenturesGH,Mining/Quarrying,Central,Akan,5,male,40,No,34,6072.38,4122.03,20115.07,22,N,,8753.87,Working Capital,Guarantor Only,0,0,,321,Approve,B,23/12/2025,0594636542,0,0
SBG-2025-02414,Volta FarmsGH,Construction,Ashanti,Akan,0.1,Female,45,No,13,660902.75,,4374.72,3,Yes,,54084.17,Asset Purchase,Cash Deposit,30035.71,0,,,Approve,B,13/06/2025,0554126338,0,0
SBG-2025-02229,Lapaz CateringGH,Healthcare,Greater Accra,Akan,1.8,F,36,No,4,107255.69,327.81,71915.52,33,No,,12340.51,Equipment,Guarantor Only,0,0,,452,Refer,C,25/07/2024,0559196439,0,0
SBG-2025-00615,Korle Bu SuppliesLtd,Agriculture,Ashanti,Akan,10.3,Female,54,No,29,162852.18,,9393.65,6,1,C006452415,21127.28,Asset Purchase,Property,238083,2,No,,Refer,B,28/09/2024,0262963987,0,0
SBG-2025-01514,Dome-Kwabenya FarmsVentures,Manufacturing,Greater Accra,Guan,0.1,M,39,No,9,11970.67,520.36,397.89,17,Yes,V004721986,22418.04,Equipment,Equipment,50482.37,0,,663,Approve,B,17/02/2024,0264235007,0,0
SBG-2025-01467,Sowutuom VenturesGH,Mining/Quarrying,Greater Accra,Mole-Dagbani,18.9,Male,38,No,1,$4738.20,3346.44,153530.79,23,1,,14447.67,Renovation,None,0,3,No,,Approve,B,03/21/2025,0546521905,0,0
SBG-2025-00402,Kaneshie MotorsEnterprises,Transport,Eastern,Akan,11.6,Male,57,No,2,134710.64,17490.21,6498.11,32,Yes,,17530.22,Business Expansion,Property,86902.02,1,No,,Approve,B,03/02/2024,0591242910,0,0
SBG-2025-00995,East Legon PropertiesLtd,Manufacturing,Upper East,Mole-Dagbani,2.2,male,32,No,7,62730,987.73,4090.84,18,Yes,,66494.2,Vehicle Purchase,Stock/Inventory,130189.59,1,No,,Refer,E,04/03/2025,0267342751,134,1
SBG-2025-00935,Dzorwulu Digital,Services,Upper East,Mole-Dagbani,0.9,male,26,No,4,80540.33,2521.19,,18,yes,P002378355,76559.35,Asset Purchase,Equipment,54521.49,2,No,591,Approve,B,21/09/2024,0278435014,0,0
SBG-2025-00372,Kaneshie MotorsVentures,Healthcare,Western,Akan,0.1,Male,36,No,41,79858.08,894.3,35790.91,1,Y,C009696746,25770.06,Working Capital,Property,390911.16,0,,,Approve,C,13/09/2025,0247896754,0,0
SBG-2025-02207,Weija Block FactoryEnterprises,Services,Central,Akan,1.6,F,31,No,27,90314.95,355.93,,29,Yes,P006796964,47998.84,Debt Refinancing,Property,,0,No,343,Approve,A,12/01/2025,0543240309,0,0
SBG-2025-02377,Lapaz CateringGH,Retail/Trading,Eastern,Akan,1.8,Male,44,No,2,31176.54,,4337.02,34,1,,4848.12,Renovation,Cash Deposit,19195.31,1,No,490,Refer,C,22/07/2025,0247203770,0,0
SBG-2025-00594,Axim FisheriesLtd,Agriculture,Bono East,Akan,2.1,Male,40,No,1,100820.42,5174.46,1194.01,9,N,C000781222,66450.63,Equipment,Equipment,68379.32,1,No,,Approve,C,09/10/2025,0248061998,92,1
SBG-2025-01978,Prestea Gold ServicesLtd,Transport,Ashanti,Akan,2.8,F,51,No,11,126395.1,13830.73,6089.2,7,no,P009312390,4948.04,Renovation,Vehicle,,1,No,,Approve,A,20/11/2025,0543646587,0,0
SBG-2025-00727,Teshie VenturesGH,Construction,Ashanti,Akan,0.8,Female,49,No,2,36182.15,2942.08,635.46,14,yes,P006627475,23853.37,Vehicle Purchase,Equipment,,0,,,Decline,E,01/04/2024,0272699616,75,1
SBG-2025-00827,Kaneshie ProvisionsLtd,ICT,Ashanti,Akan,2.1,female,27,No,6,,,9787.74,42,0,C007555012,44141.89,Asset Purchase,Equipment,19399.4,0,,572,Approve,A,01/01/2024,0245689583,0,0
SBG-2025-01737,Circle ManufacturingEnterprises,Construction,Eastern,Akan,3,Male,50,No,8,"GHS 14,006.47",12707.27,9607.34,6,TRUE,V006279384,8471.66,Asset Purchase,None,0,4,No,681,Refer,C,01/19/2025,0208120299,0,0
SBG-2025-00688,Techiman Market Store,Manufacturing,Greater Accra,Mole-Dagbani,1.6,Male,43,No,1,$30102.44,,,3,yes,V008163460,18716.6,Renovation,Land,40322.94,2,Yes,514,Approve,B,06/07/2025,0277437915,0,0
SBG-2025-02244,Volta FarmsLtd,Retail/Trading,Central,Akan,26.9,F,20,No,6,209609.21,13078.7,769.19,23,Yes,V007980132,76968.3,Debt Refinancing,Vehicle,16343.69,1,No,,Approve,A,03/03/2025,0270653815,0,0
SBG-2025-00137,Osei & SonsLtd,Retail/Trading,Greater Accra,Akan,3.7,Male,38,No,8,111931.57,170.83,8165.13,10,yes,V007541239,11404.66,Debt Refinancing,Cash Deposit,87973.17,1,No,,Approve,B,01/19/2024,0597481698,0,0
SBG-2025-02481,Kumasi Metalworks,Hospitality,Savannah,Gurma,1.6,female,50,No,6,515960.09,5424.59,171463.16,0,no,,3364.86,Renovation,Property,3578.6,3,No,591,Approve,A,12/28/2024,0553366760,0,0
SBG-2025-00629,Grace Foods LtdCo,Fishing,Bono,Ga-Adangbe,0.2,Male,47,No,9,153028.11,4573.35,,62,Yes,V003557769,7986.62,Equipment,Cash Deposit,,2,Yes,,Approve,E,24/01/2025,0274528650,150,1
SBG-2025-00335,Dome-Kwabenya Farms,Manufacturing,Ahafo,Akan,0.2,Male,45,No,4,221313.15,12326.18,2641.67,100,Yes,PENDING,14396.66,Asset Purchase,Stock/Inventory,1899.81,0,,479,Approve,B,03/24/2024,0203754723,0,0
SBG-2025-00391,Prestea Gold ServicesVentures,Education,Ashanti,Ga-Adangbe,23.3,Female,46,No,10,19399.1,2916.08,18283.54,84,No,P007831801,59637.06,Business Expansion,Cash Deposit,507761.65,0,,607,Approve,B,12/11/2025,0241576492,0,0
SBG-2025-02339,Adenta ConstructionVentures,Fishing,Volta,Ewe,0.6,male,27,No,5,"GHS 368,479.83",1335.53,13922.91,39,Yes,P007784845,112673.02,Debt Refinancing,Equipment,123702.64,1,Yes,,Decline,A,09/01/2025,0268516565,0,0
SBG-2025-01110,Ho ElectricalGH,Transport,Central,Akan,0.8,Female,30,No,8,44261.48,2813.03,18145.78,45,0,P002514442,36974.12,Renovation,Stock/Inventory,242231.99,3,No,538,Approve,A,07/15/2025,0246295107,0,0
SBG-2025-02723,Accra Fresh FishGH,Mining/Quarrying,Greater Accra,Ewe,7.6,Male,48,No,3,11240.86,953.17,31598.09,47,No,C009810756,34842.28,Business Expansion,Guarantor Only,,2,No,,Approve,B,24/05/2025,0548541205,0,0
SBG-2025-02734,Golden Gate ImportsEnterprises,Agriculture,Upper West,Mole-Dagbani,15.8,M,31,No,16,31414.12,1416.54,60725.65,53,Y,,35906.07,Renovation,Stock/Inventory,88378.76,0,,,Approve,C,02/08/2025,0261140083,0,0
SBG-2025-00711,Oyibi LogisticsLtd,Mining/Quarrying,Greater Accra,Guan,7.1,Female,45,No,7,51371.84,1491.59,87480.5,104,1,,34565.05,Debt Refinancing,Vehicle,62172.21,1,No,609,Refer,E,02/08/2025,0207755865,92,1
SBG-2025-01040,Axim FisheriesEnterprises,Construction,Western,Gurma,1.9,F,15,No,15,201297.53,,26147.62,83,yes,V008613161,89958.1,Equipment,None,0,2,No,444,Approve,E,03/11/2025,0268651408,33,1
SBG-2025-01950,Osei & SonsGH,Services,Ashanti,Akan,2.8,F,34,No,22,116849.23,491.41,23383.39,90,yes,C000342615,2335.12,Equipment,None,0,0,,,Approve,C,05/03/2025,0555308718,0,0
SBG-2025-02798,Sowutuom VenturesGH,Retail/Trading,Eastern,Akan,4.9,male,39,No,39,100075.11,52660.17,3766.25,83,Y,P002961133,61420.17,Equipment,None,0,4,Yes,,Approve,B,07/13/2025,0263913975,0,0
SBG-2025-02630,Kumasi MetalworksGH,Hospitality,Volta,Ewe,2.5,Female,19,No,1,106196.94,3935.62,10234.43,10,0,,23157.87,Business Expansion,Land,,0,,,Approve,B,21/11/2025,0553683421,0,0
SBG-2025-01562,Teshie VenturesGH,ICT,Eastern,Akan,1.4,Male,44,No,28,255735.23,1276.54,5141.54,88,Yes,,43383.74,Vehicle Purchase,None,0,1,Yes,,Approve,B,11/04/2024,0558789491,0,0
SBG-2025-02793,Weija Block FactoryLtd,Hospitality,Northern,Mole-Dagbani,4.2,Female,52,No,1,8201.55,7455.7,3025.54,70,No,,7309.58,Business Expansion,None,0,5,No,,Approve,A,25/02/2024,0276381685,0,0
SBG-2025-01595,Grace Foods LtdEnterprises,Retail/Trading,Northern,Grusi,6.4,Female,37,No,1,44825.3,718.36,18459.19,23,yes,P005678126,8036.22,Renovation,Vehicle,,2,No,594,Approve,C,12/22/2025,0268298981,0,0
SBG-2025-02885,Tema Cold StorageEnterprises,ICT,Ashanti,Ewe,0.4,Male,45,No,21,51978.78,5777.49,43093.34,6,Y,C001399371,7864.14,Business Expansion,Vehicle,5670.1,2,No,415,Approve,C,23/10/2024,0594366926,0,0
SBG-2025-02554,Circle ManufacturingLtd,Retail/Trading,Bono East,Akan,14.8,Female,38,No,2,136359.59,1141.74,7818.39,26,Y,C003067638,16716.43,Business Expansion,Equipment,288297.34,3,No,,Approve,C,21/09/2024,0206270068,0,0
SBG-2025-01113,Madina Auto Parts,Education,Northern,Ewe,1.3,Male,43,No,6,$3455.19,,19569.99,35,Yes,V004356827,47628.75,Renovation,Property,63318.73,0,,,Approve,B,06/01/2025,0556437463,0,0
SBG-2025-00466,Adenta ConstructionVentures,ICT,Bono East,Ewe,2.3,F,50,No,14,66079.01,6937.92,,53,1,,57413.53,Inventory Purchase,Guarantor Only,0,1,Yes,516,Approve,B,03/02/2024,0268134740,0,0
SBG-2025-01561,Legon Tech HubLtd,Construction,Greater Accra,Ewe,2.2,female,27,No,1,83075.75,3635.35,1897.92,22,Y,,18316.28,Equipment,Land,13461.04,2,Yes,579,Approve,D,03/08/2024,0550739219,70,1
SBG-2025-01224,Spintex Road LogisticsGH,Mining/Quarrying,Ashanti,Akan,14.4,M,43,Yes,4,GHS 974.62,407.27,21787.74,49,yes,C008439054,46101.84,Business Expansion,Equipment,,4,No,,Refer,B,04/08/2024,0597068104,0,0
SBG-2025-02021,Adom VenturesCo,Agriculture,Greater Accra,Mole-Dagbani,16.5,Female,24,No,9,18743.37,2275.82,28110.84,35,1,P007001647,26780.52,Vehicle Purchase,None,0,0,No,589,Approve,B,16/11/2025,0556257830,0,0
SBG-2025-00252,Madina DigitalGH,ICT,Western North,Guan,2.4,Female,48,No,6,19087.71,5343.01,137556.29,15,Yes,,13785.04,Equipment,Property,112062.48,1,No,,Refer,A,28/06/2024,0549801270,0,0
SBG-2025-02378,Ashaiman Steel WorksGH,Agriculture,Western,Akan,7.8,female,37,No,1,6522.39,4760.97,4515.89,21,Yes,,28351.88,Vehicle Purchase,Cash Deposit,66581.45,2,No,,Approve,A,10/18/2024,0241847108,0,0
SBG-2025-01509,Kaneshie Motors,Agriculture,Eastern,Akan,4.7,male,34,No,3,137807.53,3018.71,141071.17,17,No,P002368462,5363.74,Business Expansion,Property,207144.44,1,No,,Decline,C,16/03/2025,0209948700,179,1
SBG-2025-01105,Circle ManufacturingCo,Healthcare,Northern,Mole-Dagbani,26.4,Male,12,No,1,192277.79,1791.18,28990.71,14,No,V005103549,109666.37,Equipment,Vehicle,18371.65,2,No,468,Approve,B,11/20/2025,0551811256,0,0
SBG-2025-00661,Takoradi MarineLtd,Mining/Quarrying,Bono,Mole-Dagbani,2.2,Female,41,No,6,99970.55,1431.07,4939.01,2,Yes,C007546006,12909.75,Renovation,None,0,1,No,364,Approve,B,19/11/2025,0542596420,0,0
SBG-2025-00339,Teshie VenturesEnterprises,Manufacturing,North East,Ewe,3.2,M,49,No,2,"GHS 1,271,637.45",2068.65,49257.61,24,No,V001650804,17159.84,Renovation,Vehicle,,0,,,Approve,B,23/03/2025,0269421350,0,0
SBG-2025-00216,Golden Gate ImportsGH,Retail/Trading,Greater Accra,Akan,1.4,Female,37,No,14,61536.06,2966.18,,4,yes,P006413299,8420.94,Asset Purchase,Land,108009.37,1,No,,Refer,B,21/10/2025,0208143762,0,0
SBG-2025-01616,Ridge Consulting,Mining/Quarrying,Northern,Mole-Dagbani,5.5,Female,45,No,12,126968.45,1408.49,50412.67,38,Y,V000288017,39696.69,Debt Refinancing,Vehicle,573800.37,3,No,544,Refer,A,05/04/2025,0597707862,0,0
SBG-2025-01984,Obuasi Mining SuppliesEnterprises,ICT,North East,Akan,3.3,M,43,Yes,29,47786.93,52131.12,13575.2,2,Yes,V000460394,30123.17,Asset Purchase,Guarantor Only,0,1,No,,Decline,A,18/07/2024,0541380957,0,0
SBG-2025-02548,Golden Gate ImportsLtd,ICT,Northern,Mole-Dagbani,2.6,Female,30,No,6,21339.68,638.27,53964.15,24,TRUE,V005752683,28427.81,Inventory Purchase,Stock/Inventory,,3,Yes,463,Approve,C,14/02/2024,0557922216,0,0
SBG-2025-02841,Labadi ImportsCo,Manufacturing,Volta,Ga-Adangbe,2.5,F,35,No,13,47066.88,16388.34,,5,No,V006836427,11420.06,Renovation,Stock/Inventory,19650.99,3,No,,Refer,B,06/05/2024,0594232552,0,0
SBG-2025-01593,TBD,Education,Greater Accra,Akan,0.7,Male,36,No,27,1243276.95,1055.87,4635.61,51,Yes,C009334644,47856.78,Working Capital,Guarantor Only,0,0,,,Approve,B,01/02/2024,0275591166,0,0
SBG-2025-02727,Teshie VenturesCo,Transport,Greater Accra,Ga-Adangbe,0.3,F,42,No,6,26124.11,1771.86,24307.06,35,Y,P000668068,14577.09,Renovation,Guarantor Only,0,2,No,493,Approve,B,26/05/2025,0260294567,0,0
SBG-2025-01747,Tema Cold StorageLtd,Mining/Quarrying,Ashanti,Akan,0.1,male,47,No,111,164341.28,19342.52,8486.85,13,N,,15074.96,Debt Refinancing,Equipment,47911.56,0,,,Approve,A,06/04/2024,0209448322,0,0
SBG-2025-02556,Airport City ConsultingVentures,Education,Upper East,Mole-Dagbani,15.5,F,51,No,6,4638.7,241.45,93698.11,108,Yes,P006207169,2414.63,Renovation,Land,105630.12,1,No,,Refer,C,08/11/2024,0556566567,0,0
SBG-2025-00817,Madina DigitalVentures,Construction,Volta,Akan,4.5,male,38,No,23,9126.76,1301.9,1499.69,20,N,,12661.91,Vehicle Purchase,Guarantor Only,0,1,No,770,Decline,B,02/04/2024,0593000613,0,0
SBG-2025-01068,Accra Fresh FishGH,Hospitality,Greater Accra,Ga-Adangbe,0.6,female,44,No,32,106544.05,3669.02,4976.74,16,No,C001739931,2645.72,Asset Purchase,Land,110295.12,3,No,,Refer,B,24/03/2025,0279522662,0,0
SBG-2025-02058,Dansoman TradingGH,Services,Greater Accra,Ga-Adangbe,2.7,F,38,No,14,19437.63,889.31,10234.17,10,Yes,,14999.58,Vehicle Purchase,Guarantor Only,0,2,No,,Refer,A,18/06/2025,0244957033,0,0
SBG-2025-00275,Takoradi MarineCo,Construction,Greater Accra,Mole-Dagbani,3.6,M,46,No,41,277324.66,40651.23,494.52,0,Yes,C007908225,37159.38,Business Expansion,Property,,1,No,611,Approve,B,21/01/2025,0260576685,0,0
SBG-2025-02274,Tema Cold StorageEnterprises,ICT,Greater Accra,Mole-Dagbani,5.3,female,49,No,3,455494.33,7232.06,4870.72,2,No,C003179796,56068.46,Debt Refinancing,None,0,1,No,622,Approve,A,17/01/2024,0203958790,0,0
SBG-2025-00866,Prestea Gold Services,Healthcare,Greater Accra,Ga-Adangbe,4.1,Female,59,No,1,363441.46,1772.2,99098.58,46,TRUE,,16743.35,Working Capital,Land,116595.09,2,No,414,Approve,C,20/08/2024,0591225205,0,0
SBG-2025-00102,Lapaz CateringEnterprises,Mining/Quarrying,Ashanti,Ga-Adangbe,5.1,F,33,No,8,118285.66,,10147.6,17,no,P005079815,54870.26,Equipment,None,,3,Yes,,Approve,B,07/08/2024,0208568868,0,0
SBG-2025-01502,Tarkwa Hardware,Mining/Quarrying,Ashanti,Akan,3.3,M,46,No,3,47362.47,,881.27,38,N,P005126646,11129.65,Working Capital,Stock/Inventory,68407.37,0,,,Refer,B,28/07/2024,0593480240,0,0
SBG-2025-02178,Spintex Road Logistics,Manufacturing,Eastern,Akan,5.1,male,49,No,4,14474.64,,,18,0,,15822.31,Renovation,Land,2245.59,1,No,,Approve,B,04/04/2025,0556546660,0,0
SBG-2025-00172,Oyibi LogisticsLtd,Hospitality,Western,Ga-Adangbe,0.1,Female,71,No,3,81064.35,90.89,10203.37,52,TRUE,,3510.49,Working Capital,Equipment,46950.1,2,No,,Approve,C,09/26/2024,0274677735,0,0
SBG-2025-00108,Adom VenturesLtd,Fishing,Volta,Guan,0,M,44,No,5,62011.67,8062.01,35658.81,4,0,V000804697,125733.84,Business Expansion,Cash Deposit,41711.12,3,No,,Decline,A,09/04/2025,0261924771,0,0
SBG-2025-02038,Madina Digital,ICT,Central,Akan,0.8,Female,27,No,10,,22319.61,10124.32,22,TRUE,P007102905,13346.49,Renovation,Equipment,64775.01,5,No,,Approve,A,28/10/2024,0591532719,0,0
SBG-2025-01522,Labadi ImportsEnterprises,Healthcare,Ahafo,Akan,13.6,Female,43,No,14,9492.5,3416.97,15018.54,88,Yes,PENDING,11457.51,Renovation,Vehicle,135282.89,1,Yes,491,Approve,B,21/03/2025,0545020973,0,0
SBG-2025-01361,Accra Fresh FishLtd,Services,Northern,Grusi,12.2,M,27,No,21,12451.76,2163.74,,30,Yes,P006648842,11107.44,Debt Refinancing,Land,27287.84,1,No,,Approve,B,09/21/2024,0241890852,0,0
SBG-2025-02231,Ashongman EstatesEnterprises,Transport,Eastern,Ewe,6.8,female,44,No,24,11696.53,3185.13,8898.79,18,1,C005834711,5430.33,Equipment,None,0,2,No,573,Approve,C,05/10/2025,0554269730,0,0
SBG-2025-02024,Spintex Road LogisticsGH,Fishing,Ashanti,Akan,0.3,F,43,No,1,25641.7,3227.2,44924.85,10,Y,,5183.36,Inventory Purchase,Equipment,102990.16,1,No,627,Approve,B,27/07/2024,0265188465,0,0
SBG-2025-02460,Osei & SonsGH,Hospitality,Greater Accra,Ga-Adangbe,2.6,Male,37,No,1,128286.13,9387.42,1006.62,9,No,V003496365,8452.49,Vehicle Purchase,Land,27972.04,2,Yes,,Approve,B,02/06/2024,0205600280,0,0
SBG-2025-02070,Madina DigitalCo,Services,Western,Akan,2,Male,19,No,5,60723.92,4427.37,6360.47,32,Yes,,51792.55,Inventory Purchase,Guarantor Only,0,1,No,690,Approve,C,03/02/2024,0202298560,0,0
SBG-2025-02031,Sowutuom VenturesEnterprises,Transport,Volta,Guan,1.1,Female,43,No,18,2030236.48,8041.21,1983.72,139,0,V003586400,120826.14,Asset Purchase,Stock/Inventory,150498.23,1,No,549,Decline,A,21/05/2024,0244499759,0,0
SBG-2025-02280,Ashaiman Steel Works,Education,Western North,Akan,0.4,Female,46,No,10,905084.62,348.33,8985,37,Yes,C005703746,24012.58,Asset Purchase,Equipment,7068.22,0,No,441,Approve,A,02/28/2024,0202034148,0,0
SBG-2025-02370,Ho Electrical,Mining/Quarrying,Central,Mole-Dagbani,6.5,Male,43,No,2,80990.88,476.71,21552.6,55,Yes,,74396.72,Inventory Purchase,Vehicle,,1,No,,Approve,A,24/04/2025,0554267337,0,0
SBG-2025-02610,Obuasi Mining SuppliesCo,Mining/Quarrying,Central,Akan,0.3,Female,47,No,5,73148.66,3126.78,28254.23,107,N,,35384.95,Inventory Purchase,Land,11350.95,0,No,,Approve,B,08/07/2024,0203464150,0,0
SBG-2025-01823,Kaneshie ProvisionsEnterprises,Retail/Trading,Greater Accra,Ga-Adangbe,4.8,Female,37,No,6,156379.33,1475.66,3008.9,15,1,,4684.02,Inventory Purchase,Land,,2,Yes,,Refer,C,04/08/2025,0207722740,0,0
SBG-2025-00296,Kofi MotorsEnterprises,Mining/Quarrying,Northern,Akan,3.7,female,34,No,1,,7053.55,129068.63,52,Yes,,19107.74,Renovation,Equipment,286067.03,2,No,,Approve,A,24/05/2024,0552198199,0,0
SBG-2025-00713,Dome-Kwabenya FarmsLtd,ICT,Ashanti,Akan,3.2,Male,41,No,5,109202.85,1443.99,18907.16,0,No,C003481310,20633.87,Asset Purchase,None,0,1,No,418,Refer,A,14/12/2025,0244104591,0,0
SBG-2025-00073,Oyibi LogisticsEnterprises,Transport,Volta,Akan,0,female,39,No,18,24405.92,2256.92,5473.37,9,yes,P009068262,47255.27,Equipment,Equipment,14826.56,0,,,Approve,C,14/10/2025,0269767394,0,0
SBG-2025-02020,Nana Ama TextilesEnterprises,Healthcare,Ashanti,Mole-Dagbani,5.5,Female,44,No,4,845124.16,,8369.99,2,Yes,V005118626,26897.17,Equipment,Property,10070.4,2,No,733,Refer,B,27/03/2025,0265522395,0,0
SBG-2025-02299,Test,Education,Northern,Ga-Adangbe,0.6,M,25,No,2,34742.42,612.95,15135.3,57,yes,,38701.53,Equipment,Stock/Inventory,,0,,631,Decline,A,01/12/2024,0247492077,0,0
SBG-2025-02596,Kaneshie MotorsVentures,Healthcare,Bono East,Akan,7.5,F,52,No,2,367783.28,4531.53,12983.49,4,1,P004731184,8069.85,Renovation,None,0,0,No,564,Approve,B,12/04/2025,0279237828,0,0
SBG-2025-02922,Kofi MotorsLtd,Services,Ashanti,Akan,6.2,Female,67,No,21,28316.42,,12760.58,4,No,PENDING,2199.87,Renovation,None,0,0,,493,Approve,C,21/03/2025,0269250513,0,0
SBG-2025-00482,Ho ElectricalVentures,Agriculture,Greater Accra,Ga-Adangbe,5.9,Male,32,Yes,6,24121.87,1422.15,2991.7,48,yes,,17334.44,Working Capital,Cash Deposit,41331.08,3,Yes,618,Decline,E,07/11/2024,0549691503,72,1
SBG-2025-02247,Techiman Market StoreCo,Education,Greater Accra,Ewe,0.3,Male,39,No,1,126669.72,3642.42,24884.32,129,No,,38488.86,Inventory Purchase,Guarantor Only,0,2,No,,Refer,B,09/22/2025,0278553815,0,0
SBG-2025-01531,Dansoman TradingCo,Manufacturing,Greater Accra,Ewe,1.9,female,45,No,8,64147.56,4307.65,2750.17,34,Y,,50672.08,Equipment,Property,31857.68,1,No,,Approve,A,08/25/2024,0247457832,0,0
SBG-2025-02588,Adom VenturesGH,Education,Northern,Grusi,5.7,F,54,No,82,"GHS 32,942.19",,,6,N,C000346401,5260.49,Equipment,Property,219508.3,3,No,,Decline,A,03/04/2024,0554559004,0,0
SBG-2025-01515,Volta Farms,Manufacturing,Western,Akan,1.1,Female,38,No,7,71210.47,2371.72,5843.28,41,Y,P005272845,4622.34,Asset Purchase,Land,38183.61,0,No,,Refer,B,04/26/2024,0598843701,0,0
SBG-2025-02998,Adenta ConstructionVentures,Mining/Quarrying,Greater Accra,Ga-Adangbe,1.9,Male,19,No,10,449740.88,333.41,23106.36,32,Yes,V000103495,80434.32,Asset Purchase,Stock/Inventory,207112.38,2,No,,Approve,B,21/10/2025,0557626399,0,0
SBG-2025-01491,Ho ElectricalLtd,Retail/Trading,Ashanti,Ga-Adangbe,1.4,female,35,No,3,11380.93,1083.85,8748.3,80,0,C006571501,54334.6,Debt Refinancing,Land,12856.61,4,No,,Approve,A,08/16/2025,0274390711,0,0
